transaction_id,date,product_category,product_name,quantity,price,total_amount,customer_id,region
431,2023-05-27,Clothing,Shoes,2,340.09,680.18,154,East
432,2023-05-25,Electronics,Smartphone,5,97.83,489.15,111,South
433,2023-04-30,Food,Beverages,3,350.04,1050.12,50,North
434,2023-11-15,Home,Tools,4,122.5,490.0,140,South
435,2023-10-02,Food,Beverages,4,67.6,270.4,95,North
436,2023-04-02,Clothing,Dress,1,90.99,90.99,92,East
437,2023-02-27,Clothing,Dress,1,10.98,10.98,65,North
438,2023-12-12,Food,Bakery,4,362.18,1448.72,47,South
439,2023-08-17,Food,Snacks,2,368.88,737.76,181,West
440,2023-04-27,Electronics,Tablet,3,262.32,786.96,106,East
441,2023-11-14,Clothing,Shoes,1,89.07,89.07,199,South
442,2023-10-06,Clothing,Jeans,2,50.94,101.88,130,East
443,2023-05-07,Food,Dairy,5,19.37,96.85,106,East
444,2023-05-09,Home,Tools,1,91.22,91.22,24,South
445,2023-02-27,Clothing,Shoes,2,446.52,893.04,4,South
446,2023-05-02,Home,Decor,2,128.35,256.7,108,West
447,2023-01-01,Food,Snacks,3,183.59,550.77,19,East
448,2023-08-27,Food,Beverages,3,61.62,184.86,154,East
449,2023-10-17,Electronics,Smartphone,5,118.96,594.8,40,South
450,2023-04-06,Clothing,Jeans,2,264.42,528.84,50,North
451,2023-05-06,Home,Bedding,2,307.8,615.6,171,South
452,2023-04-28,Electronics,Smartphone,3,130.22,390.66,75,East
453,2023-02-17,Clothing,Shoes,1,38.29,38.29,195,South
454,2023-03-30,Electronics,Laptop,1,201.61,201.61,12,West
455,2023-08-25,Food,Snacks,4,124.76,499.04,195,North
456,2023-09-29,Clothing,Jeans,3,117.58,352.74,27,South
457,2023-07-08,Electronics,Headphones,4,480.33,1921.32,113,West
458,2023-07-11,Electronics,Smartwatch,3,311.99,935.97,182,East
459,2023-03-10,Home,Decor,5,282.87,1414.35,194,South
460,2023-10-05,Electronics,Laptop,2,213.73,427.46,49,East
461,2023-12-15,Clothing,Jacket,5,220.18,1100.9,144,West
462,2023-09-04,Clothing,Dress,3,275.04,825.12,130,East
463,2023-03-17,Home,Decor,2,351.25,702.5,60,West
464,2023-06-03,Clothing,Jeans,1,354.05,354.05,182,West
465,2023-05-24,Food,Snacks,1,94.13,94.13,30,West
466,2023-03-27,Clothing,Jeans,4,255.06,1020.24,84,South
467,2023-07-04,Clothing,Jacket,3,211.86,635.58,166,East
468,2023-10-12,Electronics,Tablet,3,436.56,1309.68,28,East
469,2023-08-08,Electronics,Laptop,1,319.4,319.4,25,North
470,2023-03-10,Clothing,T-Shirt,5,270.93,1354.65,96,North
471,2023-02-16,Home,Bedding,2,66.54,133.08,125,North
472,2023-04-04,Electronics,Smartwatch,5,306.76,1533.8,10,North
473,2023-08-26,Home,Cookware,5,67.43,337.15,188,East
474,2023-07-23,Clothing,Jacket,1,175.23,175.23,42,West
475,2023-08-06,Clothing,Dress,1,79.99,79.99,40,West
476,2023-12-07,Food,Beverages,1,349.12,349.12,77,South
477,2023-02-08,Electronics,Smartphone,4,111.06,444.24,105,West
478,2023-04-10,Clothing,Shoes,5,202.01,1010.05,118,East
479,2023-10-16,Food,Snacks,3,448.88,1346.64,42,East
480,2023-09-11,Electronics,Smartwatch,2,110.12,220.24,47,East
481,2023-08-10,Clothing,Jacket,4,258.82,1035.28,165,South
482,2023-12-23,Clothing,Dress,3,215.44,646.32,22,North
483,2023-01-23,Electronics,Headphones,5,18.88,94.4,185,West
484,2023-09-07,Electronics,Laptop,1,398.45,398.45,107,East
485,2023-01-10,Electronics,Smartphone,5,43.83,219.15,27,East
486,2023-09-03,Clothing,Shoes,2,242.38,484.76,41,North
487,2023-11-21,Clothing,Shoes,4,284.73,1138.92,80,East
488,2023-04-10,Food,Snacks,4,317.93,1271.72,162,West
489,2023-10-17,Home,Cookware,2,347.43,694.86,160,South
490,2023-06-29,Electronics,Laptop,3,134.1,402.3,89,East
491,2023-08-11,Clothing,Jacket,3,14.89,44.67,66,West
492,2023-09-07,Clothing,Shoes,4,364.49,1457.96,12,East
493,2023-05-27,Electronics,Laptop,4,272.47,1089.88,168,North
494,2023-04-06,Home,Furniture,1,419.7,419.7,73,East
495,2023-09-14,Electronics,Laptop,3,412.48,1237.44,76,East
496,2023-11-21,Home,Tools,2,423.23,846.46,90,South
497,2023-01-04,Clothing,T-Shirt,3,247.7,743.1,10,North
498,2023-01-16,Home,Cookware,1,173.48,173.48,96,North
499,2023-10-07,Food,Dairy,4,397.86,1591.44,176,South
500,2023-12-02,Clothing,Dress,4,231.13,924.52,20,East
501,2023-09-04,Food,Dairy,1,99.89,99.89,39,West
502,2023-09-15,Electronics,Tablet,2,428.94,857.88,60,North
503,2023-06-09,Electronics,Laptop,4,442.45,1769.8,66,North
504,2023-12-06,Electronics,Laptop,5,238.49,1192.45,65,East
505,2023-06-01,Home,Tools,4,47.09,188.36,179,East
506,2023-06-27,Clothing,Dress,5,200.03,1000.15,124,North
507,2023-06-12,Electronics,Smartwatch,1,403.73,403.73,164,East
508,2023-02-02,Electronics,Smartphone,1,451.87,451.87,152,West
509,2023-06-28,Clothing,Dress,4,109.7,438.8,155,North
510,2023-04-11,Electronics,Headphones,3,42.82,128.46,130,West
511,2023-09-25,Food,Snacks,5,439.9,2199.5,159,West
512,2023-11-19,Clothing,T-Shirt,2,200.81,401.62,57,East
513,2023-03-06,Clothing,Jacket,4,275.46,1101.84,78,West
514,2023-06-17,Clothing,T-Shirt,2,484.35,968.7,194,East
515,2023-11-26,Food,Bakery,4,42.62,170.48,29,South
516,2023-02-12,Clothing,Shoes,3,327.68,983.04,15,East
517,2023-02-13,Food,Snacks,3,46.31,138.93,12,West
518,2023-10-12,Clothing,Dress,3,193.98,581.94,101,South
519,2023-01-12,Home,Bedding,3,403.87,1211.61,156,East
520,2023-04-05,Electronics,Tablet,1,222.4,222.4,84,West
521,2023-10-29,Home,Tools,1,498.62,498.62,125,North
522,2023-09-10,Electronics,Tablet,5,283.94,1419.7,103,North
523,2023-08-30,Food,Dairy,2,167.37,334.74,24,East
524,2023-02-04,Home,Tools,4,117.85,471.4,149,East
525,2023-08-03,Clothing,Jeans,4,181.76,727.04,138,North
526,2023-12-03,Electronics,Headphones,1,192.54,192.54,110,West
527,2023-03-31,Electronics,Tablet,4,43.67,174.68,78,West
528,2023-09-21,Home,Tools,1,191.09,191.09,101,West
529,2023-04-03,Food,Beverages,5,237.48,1187.4,146,East
530,2023-03-31,Home,Furniture,2,364.14,728.28,142,South
531,2023-04-25,Food,Beverages,5,331.8,1659.0,162,South
532,2023-04-15,Food,Bakery,3,357.3,1071.9,128,South
533,2023-07-15,Electronics,Laptop,3,14.1,42.3,58,South
534,2023-11-10,Home,Cookware,3,116.66,349.98,76,South
535,2023-04-24,Home,Furniture,5,334.23,1671.15,150,East
536,2023-03-16,Food,Beverages,4,247.15,988.6,198,East
537,2023-08-05,Home,Decor,2,12.6,25.2,36,South
538,2023-10-04,Clothing,Dress,3,404.2,1212.6,173,East
539,2023-09-06,Clothing,Jeans,3,388.68,1166.04,164,East
540,2023-06-13,Home,Decor,3,278.73,836.19,22,South
541,2023-12-23,Home,Tools,2,42.57,85.14,127,West
542,2023-07-11,Food,Fruits,3,385.59,1156.77,80,East
543,2023-08-15,Clothing,Shoes,2,296.02,592.04,189,West
544,2023-06-26,Clothing,T-Shirt,3,393.16,1179.48,100,East
545,2023-04-09,Electronics,Laptop,5,378.36,1891.8,184,East
546,2023-02-05,Food,Snacks,5,403.47,2017.35,96,South
547,2023-04-06,Electronics,Tablet,2,263.82,527.64,161,East
548,2023-06-01,Clothing,T-Shirt,5,78.76,393.8,173,North
549,2023-05-31,Food,Bakery,2,338.87,677.74,164,North
550,2023-07-09,Home,Decor,5,314.03,1570.15,148,South
551,2023-08-12,Food,Dairy,5,373.7,1868.5,18,West
552,2023-02-06,Home,Tools,2,93.24,186.48,38,West
553,2023-09-25,Home,Decor,4,105.54,422.16,195,West
554,2023-07-02,Food,Dairy,5,446.3,2231.5,151,North
555,2023-01-13,Home,Tools,3,377.49,1132.47,109,West
556,2023-10-06,Electronics,Tablet,4,455.03,1820.12,123,West
557,2023-08-05,Clothing,Dress,2,381.77,763.54,144,South
558,2023-12-21,Home,Cookware,4,302.61,1210.44,187,West
559,2023-12-27,Electronics,Smartphone,1,330.53,330.53,197,North
560,2023-10-13,Home,Tools,1,445.67,445.67,196,North
561,2023-09-30,Clothing,Dress,5,293.62,1468.1,149,North
562,2023-03-03,Electronics,Laptop,5,319.87,1599.35,104,South
563,2023-03-25,Clothing,T-Shirt,3,86.67,260.01,198,South
564,2023-08-05,Clothing,Shoes,4,242.22,968.88,140,East
565,2023-12-08,Electronics,Tablet,1,361.03,361.03,144,West
566,2023-07-06,Electronics,Tablet,5,142.76,713.8,81,South
567,2023-01-19,Electronics,Laptop,4,109.1,436.4,87,North
568,2023-06-26,Food,Fruits,5,163.78,818.9,142,North
569,2023-04-10,Electronics,Tablet,5,128.34,641.7,61,South
570,2023-08-21,Electronics,Smartphone,1,115.31,115.31,199,South
571,2023-03-17,Electronics,Laptop,1,218.18,218.18,46,South
572,2023-09-22,Electronics,Smartwatch,5,454.84,2274.2,32,East
573,2023-10-11,Home,Bedding,2,258.46,516.92,15,North
574,2023-07-25,Food,Snacks,5,102.08,510.4,44,East
575,2023-08-11,Clothing,Shoes,5,47.72,238.6,145,East
576,2023-02-21,Electronics,Laptop,3,351.12,1053.36,169,West
577,2023-12-05,Home,Furniture,3,197.57,592.71,54,North
578,2023-05-24,Home,Cookware,3,412.7,1238.1,44,North
579,2023-03-10,Home,Cookware,2,333.16,666.32,98,South
580,2023-04-09,Clothing,T-Shirt,2,400.16,800.32,5,South
581,2023-01-25,Electronics,Headphones,5,143.25,716.25,109,West
582,2023-02-22,Food,Dairy,3,349.26,1047.78,27,East
583,2023-05-31,Food,Bakery,2,139.39,278.78,116,South
584,2023-05-24,Home,Bedding,1,470.14,470.14,87,South
585,2023-02-26,Clothing,Dress,5,321.82,1609.1,104,North
586,2023-02-08,Clothing,Jeans,4,169.01,676.04,123,North
587,2023-04-19,Clothing,Jacket,5,142.06,710.3,79,South
588,2023-06-30,Food,Dairy,4,103.55,414.2,43,North
589,2023-02-11,Home,Decor,3,350.37,1051.11,97,West
590,2023-07-05,Electronics,Smartwatch,4,117.17,468.68,31,South
591,2023-08-11,Food,Bakery,3,301.7,905.1,99,North
592,2023-05-02,Home,Bedding,1,139.67,139.67,17,West
593,2023-05-13,Home,Decor,4,334.36,1337.44,83,North
594,2023-06-12,Electronics,Smartphone,5,409.32,2046.6,110,North
595,2023-08-03,Electronics,Laptop,3,391.23,1173.69,182,North
596,2023-08-09,Electronics,Laptop,5,382.82,1914.1,190,South
597,2023-08-23,Clothing,Shoes,2,101.98,203.96,32,East
598,2023-11-27,Electronics,Headphones,3,53.31,159.93,168,North
599,2023-05-26,Home,Bedding,4,352.48,1409.92,141,West
600,2023-08-27,Electronics,Headphones,3,190.49,571.47,35,South
601,2023-03-17,Home,Decor,5,221.85,1109.25,133,South
602,2023-01-09,Food,Snacks,1,25.26,25.26,29,West
603,2023-03-15,Clothing,Shoes,3,137.19,411.57,70,North
604,2023-09-10,Food,Dairy,4,26.5,106.0,153,East
605,2023-08-18,Food,Beverages,2,440.8,881.6,95,North
606,2023-01-07,Home,Furniture,1,129.26,129.26,22,West
607,2023-06-23,Food,Beverages,2,283.1,566.2,194,South
608,2023-05-21,Home,Furniture,3,29.1,87.3,173,East
609,2023-06-17,Electronics,Laptop,5,336.76,1683.8,69,South
610,2023-06-19,Electronics,Tablet,5,168.28,841.4,89,West
611,2023-10-10,Home,Bedding,4,449.98,1799.92,72,North
612,2023-05-02,Electronics,Laptop,5,445.18,2225.9,129,East
613,2023-07-13,Clothing,T-Shirt,1,169.39,169.39,172,South
614,2023-01-05,Food,Beverages,5,451.47,2257.35,87,South
615,2023-01-29,Clothing,T-Shirt,4,498.12,1992.48,96,South
616,2023-06-14,Food,Fruits,3,414.45,1243.35,75,North
617,2023-12-05,Electronics,Smartphone,3,423.99,1271.97,167,East
618,2023-05-16,Clothing,Dress,5,132.01,660.05,54,North
619,2023-12-31,Electronics,Smartphone,2,292.58,585.16,88,North
620,2023-11-17,Food,Fruits,3,42.96,128.88,157,North
621,2023-12-08,Home,Decor,5,56.51,282.55,54,West
622,2023-05-25,Home,Furniture,4,499.46,1997.84,16,West
623,2023-11-23,Clothing,Jacket,5,170.05,850.25,99,West
624,2023-08-05,Electronics,Smartphone,3,376.61,1129.83,20,East
625,2023-10-28,Electronics,Smartphone,4,405.27,1621.08,46,North
626,2023-05-12,Clothing,Shoes,5,430.43,2152.15,195,North
627,2023-10-19,Home,Tools,1,498.84,498.84,193,West
628,2023-03-11,Food,Beverages,4,128.33,513.32,127,North
629,2023-09-09,Clothing,Shoes,1,29.77,29.77,58,North
630,2023-10-02,Food,Beverages,2,211.48,422.96,181,South
631,2023-12-30,Home,Decor,4,73.74,294.96,111,North
632,2023-07-01,Electronics,Smartphone,1,20.99,20.99,129,South
633,2023-06-16,Home,Decor,3,186.61,559.83,81,North
634,2023-04-01,Clothing,Shoes,3,394.03,1182.09,194,East
635,2023-07-21,Electronics,Tablet,2,287.43,574.86,157,West
636,2023-12-12,Clothing,Dress,4,163.26,653.04,84,South
637,2023-01-19,Clothing,Dress,4,330.63,1322.52,70,West
638,2023-02-08,Home,Tools,4,123.69,494.76,8,South
639,2023-05-06,Clothing,Dress,2,17.05,34.1,29,South
640,2023-06-22,Home,Bedding,4,384.53,1538.12,112,South
641,2023-05-21,Electronics,Smartwatch,3,315.63,946.89,179,East
642,2023-08-30,Home,Decor,1,383.53,383.53,161,North
643,2023-08-08,Electronics,Smartwatch,3,29.08,87.24,131,South
644,2023-05-06,Home,Furniture,3,420.19,1260.57,188,East
645,2023-02-27,Food,Beverages,1,313.57,313.57,163,South
646,2023-05-28,Food,Bakery,3,286.06,858.18,197,North
647,2023-11-13,Clothing,Jacket,2,316.06,632.12,108,South
648,2023-12-27,Home,Furniture,1,433.57,433.57,109,East
649,2023-01-01,Home,Tools,3,297.6,892.8,20,North
650,2023-12-14,Electronics,Headphones,5,294.67,1473.35,73,East
651,2023-07-09,Clothing,Jeans,3,495.43,1486.29,167,North
652,2023-07-10,Home,Bedding,2,380.8,761.6,4,North
653,2023-11-08,Clothing,T-Shirt,4,226.72,906.88,19,West
654,2023-04-27,Food,Beverages,3,356.62,1069.86,102,West
655,2023-05-14,Home,Furniture,4,200.72,802.88,173,West
656,2023-02-27,Home,Bedding,5,122.15,610.75,171,North
657,2023-02-13,Clothing,Shoes,3,302.46,907.38,141,South
658,2023-06-22,Home,Cookware,1,464.81,464.81,141,East
659,2023-06-09,Clothing,Jacket,4,465.28,1861.12,188,East
660,2023-06-22,Home,Cookware,5,177.53,887.65,185,East
661,2023-11-13,Electronics,Headphones,1,268.56,268.56,86,West
662,2023-10-30,Clothing,Shoes,1,113.7,113.7,52,North
663,2023-05-29,Home,Cookware,1,497.86,497.86,111,West
664,2023-03-21,Food,Bakery,1,490.75,490.75,181,South
665,2023-08-01,Home,Furniture,3,328.26,984.78,109,North
666,2023-07-22,Food,Bakery,3,404.16,1212.48,86,East
667,2023-09-09,Food,Snacks,3,360.4,1081.2,43,West
668,2023-08-17,Electronics,Tablet,5,300.65,1503.25,200,West
669,2023-06-13,Clothing,Dress,5,36.14,180.7,200,South
670,2023-08-15,Home,Cookware,5,232.83,1164.15,42,South
671,2023-05-27,Electronics,Smartwatch,2,340.65,681.3,90,West
672,2023-01-20,Home,Decor,5,341.99,1709.95,115,South
673,2023-02-16,Food,Bakery,3,192.83,578.49,26,East
674,2023-08-21,Clothing,Shoes,3,471.43,1414.29,151,South
675,2023-11-01,Home,Decor,2,92.0,184.0,43,South
676,2023-01-14,Home,Decor,2,255.18,510.36,77,West
677,2023-05-23,Food,Bakery,5,348.53,1742.65,156,West
678,2023-01-01,Home,Bedding,4,351.6,1406.4,137,North
679,2023-02-23,Home,Tools,2,327.83,655.66,20,North
680,2023-09-16,Food,Bakery,1,144.89,144.89,184,West
681,2023-05-24,Electronics,Smartwatch,3,86.54,259.62,39,South
682,2023-01-12,Food,Dairy,1,321.61,321.61,179,South
683,2023-11-26,Electronics,Headphones,3,303.66,910.98,12,North
684,2023-08-12,Clothing,Dress,3,97.88,293.64,183,North
685,2023-09-29,Electronics,Smartwatch,2,355.52,711.04,11,North
686,2023-12-24,Electronics,Smartwatch,2,233.03,466.06,154,East
687,2023-06-05,Clothing,Shoes,1,337.2,337.2,42,East
688,2023-01-08,Electronics,Laptop,3,420.31,1260.93,155,North
689,2023-05-02,Food,Dairy,1,93.17,93.17,11,South
690,2023-12-14,Electronics,Smartwatch,4,19.38,77.52,38,North
691,2023-06-13,Clothing,Shoes,1,391.76,391.76,98,East
692,2023-03-31,Food,Beverages,5,308.75,1543.75,171,South
693,2023-05-16,Clothing,Jeans,1,352.82,352.82,19,East
694,2023-07-05,Clothing,Shoes,5,420.7,2103.5,192,South
695,2023-11-12,Home,Cookware,5,403.38,2016.9,134,East
696,2023-06-27,Home,Tools,5,480.85,2404.25,174,South
697,2023-01-28,Clothing,Shoes,4,272.61,1090.44,116,South
698,2023-08-08,Clothing,Jeans,1,249.36,249.36,113,South
699,2023-12-23,Clothing,Jeans,1,206.92,206.92,170,South
700,2023-02-10,Home,Tools,4,85.31,341.24,65,West
701,2023-08-16,Home,Tools,3,290.58,871.74,99,East
702,2023-07-11,Electronics,Smartwatch,2,145.74,291.48,72,East
703,2023-05-25,Electronics,Laptop,1,461.44,461.44,187,West
704,2023-07-20,Clothing,Shoes,2,295.76,591.52,52,South
705,2023-07-31,Food,Fruits,4,300.49,1201.96,118,South
706,2023-08-08,Food,Bakery,3,183.91,551.73,175,East
707,2023-08-28,Home,Cookware,3,35.47,106.41,120,West
708,2023-02-15,Home,Furniture,3,25.55,76.65,7,South
709,2023-02-04,Home,Cookware,4,217.43,869.72,11,South
710,2023-09-10,Clothing,Dress,5,51.44,257.2,103,South
711,2023-03-23,Food,Dairy,5,307.36,1536.8,61,North
712,2023-09-13,Electronics,Smartwatch,2,441.68,883.36,68,West
713,2023-07-16,Clothing,Dress,5,442.63,2213.15,153,South
714,2023-10-30,Electronics,Smartwatch,5,332.93,1664.65,140,North
715,2023-01-10,Electronics,Laptop,3,113.5,340.5,154,West
716,2023-11-08,Clothing,Dress,3,432.87,1298.61,102,South
717,2023-10-13,Electronics,Laptop,2,444.19,888.38,110,East
718,2023-08-30,Food,Bakery,1,106.36,106.36,140,North
719,2023-09-08,Electronics,Tablet,2,371.34,742.68,171,North
720,2023-12-31,Food,Beverages,2,150.39,300.78,51,South
721,2023-01-05,Food,Dairy,4,403.29,1613.16,117,South
722,2023-04-29,Food,Snacks,4,498.65,1994.6,165,North
723,2023-10-16,Home,Tools,2,24.71,49.42,46,East
724,2023-03-06,Electronics,Tablet,2,449.71,899.42,53,East
725,2023-05-26,Clothing,Shoes,2,315.09,630.18,88,West
726,2023-08-12,Clothing,Jeans,5,486.96,2434.8,121,South
727,2023-08-27,Electronics,Smartwatch,4,237.85,951.4,13,East
728,2023-06-26,Home,Bedding,2,425.22,850.44,89,West
729,2023-09-24,Home,Tools,3,40.57,121.71,125,East
730,2023-12-07,Food,Snacks,3,174.29,522.87,118,South
731,2023-10-09,Electronics,Smartphone,5,42.84,214.2,54,West
732,2023-03-04,Electronics,Smartphone,5,487.92,2439.6,185,West
733,2023-08-05,Clothing,T-Shirt,1,410.32,410.32,116,West
734,2023-12-08,Electronics,Smartphone,1,427.75,427.75,118,East
735,2023-11-11,Home,Cookware,1,469.6,469.6,4,South
736,2023-10-10,Electronics,Laptop,5,51.7,258.5,75,West
737,2023-06-26,Clothing,Dress,5,198.94,994.7,49,North
738,2023-04-08,Food,Fruits,5,44.81,224.05,7,South
739,2023-04-15,Clothing,T-Shirt,3,113.29,339.87,110,North
740,2023-04-09,Clothing,Jeans,5,122.39,611.95,122,North
741,2023-11-07,Food,Beverages,3,239.86,719.58,11,West
742,2023-01-06,Clothing,Jeans,1,141.6,141.6,92,West
743,2023-07-16,Clothing,Dress,1,59.48,59.48,182,East
744,2023-12-17,Electronics,Smartwatch,1,92.07,92.07,173,East
745,2023-05-13,Electronics,Tablet,2,82.17,164.34,23,East
746,2023-12-24,Food,Dairy,2,486.81,973.62,28,South
747,2023-09-16,Electronics,Laptop,4,382.05,1528.2,111,East
748,2023-01-23,Electronics,Headphones,4,484.2,1936.8,57,North
749,2023-02-22,Clothing,T-Shirt,4,225.47,901.88,26,East
750,2023-06-14,Home,Cookware,2,146.4,292.8,153,West
751,2023-07-21,Electronics,Tablet,2,401.16,802.32,54,East
752,2023-03-24,Home,Tools,4,169.86,679.44,29,South
753,2023-05-25,Electronics,Headphones,4,156.7,626.8,97,South
754,2023-03-26,Electronics,Smartwatch,5,123.93,619.65,164,North
755,2023-03-19,Food,Bakery,4,73.54,294.16,14,South
756,2023-01-01,Food,Snacks,5,135.67,678.35,78,East
757,2023-02-20,Food,Fruits,3,184.11,552.33,35,West
758,2023-06-22,Home,Tools,2,340.26,680.52,30,South
759,2023-07-24,Clothing,T-Shirt,4,40.66,162.64,92,North
760,2023-09-17,Electronics,Headphones,2,113.15,226.3,17,East
761,2023-10-15,Electronics,Smartphone,2,406.42,812.84,195,North
762,2023-02-03,Electronics,Smartwatch,2,81.99,163.98,158,South
763,2023-12-14,Home,Furniture,3,177.9,533.7,93,South
764,2023-04-05,Food,Dairy,1,433.68,433.68,173,North
765,2023-03-13,Clothing,T-Shirt,4,85.91,343.64,79,East
766,2023-02-08,Home,Tools,1,50.54,50.54,110,South
767,2023-06-03,Food,Bakery,1,247.42,247.42,179,West
768,2023-09-07,Home,Tools,1,158.19,158.19,102,South
769,2023-06-11,Clothing,Jeans,2,286.07,572.14,106,East
770,2023-04-28,Food,Bakery,5,403.86,2019.3,47,South
771,2023-09-16,Home,Furniture,2,77.2,154.4,181,North
772,2023-11-02,Clothing,Dress,2,294.54,589.08,64,South
773,2023-09-25,Electronics,Headphones,1,257.7,257.7,166,South
774,2023-02-23,Clothing,Jacket,2,80.6,161.2,64,East
775,2023-08-24,Electronics,Tablet,1,315.76,315.76,87,North
776,2023-08-10,Home,Furniture,5,144.08,720.4,7,East
777,2023-09-08,Food,Dairy,4,249.04,996.16,22,South
778,2023-11-09,Food,Beverages,1,50.31,50.31,81,West
779,2023-04-22,Home,Tools,5,235.2,1176.0,169,South
780,2023-09-12,Food,Fruits,4,160.17,640.68,74,East
781,2023-10-30,Food,Beverages,3,412.97,1238.91,138,West
782,2023-07-26,Electronics,Tablet,1,37.92,37.92,185,East
783,2023-08-17,Home,Cookware,1,215.12,215.12,135,East
784,2023-12-07,Clothing,T-Shirt,3,234.63,703.89,125,North
785,2023-03-07,Electronics,Smartphone,3,365.25,1095.75,50,West
786,2023-03-16,Home,Bedding,1,291.4,291.4,52,South
787,2023-04-13,Electronics,Laptop,3,336.93,1010.79,161,East
788,2023-07-11,Clothing,Jacket,2,390.75,781.5,1,South
789,2023-09-09,Clothing,T-Shirt,4,432.48,1729.92,181,North
790,2023-08-14,Home,Decor,4,163.8,655.2,188,North
791,2023-10-21,Clothing,Dress,4,273.63,1094.52,162,West
792,2023-11-02,Electronics,Smartphone,2,421.65,843.3,4,North
793,2023-04-08,Clothing,T-Shirt,3,494.83,1484.49,145,North
794,2023-12-04,Electronics,Smartphone,5,445.86,2229.3,132,South
795,2023-10-13,Electronics,Laptop,3,192.02,576.06,171,North
796,2023-12-01,Clothing,Jeans,1,105.63,105.63,4,North
797,2023-12-13,Home,Bedding,4,249.8,999.2,1,East
798,2023-11-04,Food,Fruits,3,373.4,1120.2,71,North
799,2023-09-06,Clothing,Dress,5,251.36,1256.8,178,East
800,2023-06-15,Electronics,Tablet,1,246.76,246.76,189,North
801,2023-12-01,Electronics,Headphones,2,420.73,841.46,35,North
802,2023-01-30,Clothing,Jeans,2,187.09,374.18,8,West
803,2023-09-04,Home,Tools,5,431.3,2156.5,152,West
804,2023-04-16,Home,Tools,1,209.33,209.33,36,East
805,2023-02-20,Electronics,Tablet,4,170.83,683.32,178,North
806,2023-03-22,Electronics,Laptop,3,232.46,697.38,123,South
807,2023-05-13,Home,Furniture,1,383.6,383.6,43,West
808,2023-10-12,Food,Beverages,2,71.74,143.48,27,South
809,2023-05-18,Clothing,T-Shirt,5,106.25,531.25,32,West
810,2023-07-03,Electronics,Laptop,5,476.21,2381.05,78,West
811,2023-11-26,Electronics,Smartphone,3,95.99,287.97,121,North
812,2023-09-30,Home,Cookware,5,288.19,1440.95,146,West
813,2023-12-06,Clothing,Jacket,5,293.86,1469.3,156,South
814,2023-03-10,Home,Decor,1,249.92,249.92,157,West
815,2023-02-03,Clothing,Jeans,4,325.93,1303.72,16,East
816,2023-09-19,Clothing,T-Shirt,3,122.62,367.86,99,North
817,2023-02-22,Clothing,Jeans,1,280.8,280.8,47,North
818,2023-07-24,Electronics,Tablet,4,192.36,769.44,187,East
819,2023-05-06,Food,Bakery,1,334.22,334.22,31,East
820,2023-08-23,Home,Tools,1,79.2,79.2,4,East
821,2023-02-12,Food,Bakery,5,289.73,1448.65,165,West
822,2023-08-28,Home,Furniture,4,100.78,403.12,17,North
823,2023-04-21,Clothing,T-Shirt,3,146.54,439.62,39,East
824,2023-09-06,Electronics,Smartwatch,3,117.17,351.51,48,West
825,2023-05-31,Food,Dairy,4,99.59,398.36,174,East
826,2023-07-02,Electronics,Laptop,5,414.6,2073.0,176,South
827,2023-12-02,Home,Cookware,2,150.0,300.0,39,South
828,2023-04-05,Electronics,Tablet,1,464.29,464.29,132,North
829,2023-01-08,Electronics,Smartphone,5,485.26,2426.3,30,West
830,2023-12-26,Food,Beverages,4,289.92,1159.68,158,South
831,2023-07-03,Clothing,Shoes,1,80.07,80.07,22,South
832,2023-10-08,Electronics,Smartwatch,3,193.53,580.59,66,West
833,2023-07-14,Clothing,Shoes,2,400.89,801.78,108,East
834,2023-12-18,Home,Decor,3,190.02,570.06,12,West
835,2023-07-14,Electronics,Headphones,4,52.64,210.56,36,East
836,2023-06-04,Food,Dairy,1,282.82,282.82,18,South
837,2023-04-03,Home,Cookware,4,424.11,1696.44,90,South
838,2023-06-09,Home,Decor,1,400.0,400.0,181,South
839,2023-03-02,Food,Fruits,5,95.81,479.05,199,North
840,2023-05-02,Electronics,Smartwatch,2,339.65,679.3,1,North
841,2023-02-20,Electronics,Laptop,5,118.05,590.25,127,North
842,2023-10-04,Home,Bedding,5,116.92,584.6,186,West
843,2023-01-05,Electronics,Smartwatch,4,438.3,1753.2,90,South
844,2023-04-02,Clothing,Shoes,2,132.34,264.68,87,South
845,2023-06-19,Food,Bakery,1,138.99,138.99,90,West
846,2023-11-13,Clothing,Jacket,1,10.32,10.32,134,North
847,2023-01-22,Electronics,Laptop,3,436.63,1309.89,70,West
848,2023-11-22,Home,Furniture,1,398.37,398.37,44,North
849,2023-01-01,Food,Bakery,4,317.39,1269.56,200,South
850,2023-05-13,Electronics,Smartwatch,5,377.63,1888.15,152,East
851,2023-08-21,Electronics,Headphones,5,84.5,422.5,86,North
852,2023-01-12,Home,Tools,5,234.58,1172.9,19,South
853,2023-12-12,Home,Tools,2,182.1,364.2,101,South
854,2023-02-15,Clothing,T-Shirt,1,55.95,55.95,146,East
855,2023-02-03,Food,Dairy,4,248.2,992.8,95,South
856,2023-03-19,Food,Dairy,2,461.16,922.32,101,South
857,2023-08-06,Home,Tools,3,29.63,88.89,30,North
858,2023-10-28,Clothing,Dress,4,152.82,611.28,170,North
859,2023-03-14,Food,Snacks,4,111.7,446.8,33,East
860,2023-10-09,Home,Tools,4,126.69,506.76,12,East
